4 4
33 129 2
76 205 2
291 264 2
80 147 2
16 288 2
153 22 2
90 271 2
231 82 2
9 145 2
15 191 2
33 74 2
18 113 2
139 153 2
206 131 2
165 188 2
164 267 2
17 34 2
101 116 2
238 201 2
135 208 2
97 143 2
275 58 2
185 18 2
220 131 2
151 278 2
179 273 2
89 87 2
77 56 2
161 230 2
132 97 2
265 93 2
90 282 2
14 288 2
190 63 2
157 155 2
93 129 2
258 148 2
11 36 2
9 66 2
17 5 2
213 273 2
151 256 2
299 36 2
39 72 2
174 280 2
297 282 2
116 294 2
166 246 2
179 6 2
211 144 2
184 99 2
56 266 2
2 58 2
283 5 2
70 274 2
142 254 2
270 78 2
223 273 2
281 185 2
160 224 2
288 145 2
88 146 2
19 26 2
140 44 2
15 253 2
218 180 2
147 143 2
260 255 2
243 75 2
83 59 2
152 167 2
129 121 2
53 71 2
106 158 2
76 172 2
292 116 2
71 114 2
48 215 2
102 10 2
271 176 2
286 18 2
165 120 2
266 224 2
291 207 2
300 233 2
180 10 2
206 91 2
94 131 2
283 294 2
15 187 2
67 276 2
112 95 2
104 185 2
176 158 2
92 152 2
117 271 2
37 200 2
179 8 2
199 186 2
94 79 2
152 206 2
135 259 2
133 50 2
16 185 2
48 239 2
151 169 2
11 200 2
138 258 2
15 231 2
202 131 2
17 134 2
54 73 2
54 179 2
67 20 2
17 259 2
275 77 2
141 22 2
139 206 2
152 265 2
157 18 2
76 43 2
67 75 2
270 71 2
248 86 2
257 72 2
180 203 2
63 163 2
284 77 2
54 277 2
141 100 2
133 279 2
83 19 2
43 36 2
147 38 2
88 163 2
92 197 2
135 247 2
297 159 2
271 243 2
144 185 2
155 247 2
137 266 2
261 111 2
285 49 2
17 25 2
232 73 2
3 58 2
159 79 2
168 26 2
117 273 2
201 226 2
147 56 2
35 20 2
193 207 2
54 278 2
249 186 2
171 248 2
135 143 2
80 6 2
88 200 2
263 81 2
297 18 2
291 84 2
241 52 2
45 88 2
85 150 2
180 170 2
199 292 2
286 178 2
27 75 2
105 165 2
223 277 2
107 259 2
151 123 2
23 295 2
262 248 2
290 176 2
179 165 2
105 118 2
92 46 2
75 103 2
140 7 2
240 172 2
88 79 2
108 120 2
170 41 2
34 18 2
35 236 2
19 4 2
177 258 2
260 17 2
71 179 2
151 225 2
237 145 2
253 231 2
250 282 2
21 183 2
235 82 2
259 245 2
6 47 2
286 215 2
261 5 2
284 91 2
32 300 2
211 281 2
242 224 2
242 111 2
102 128 2
130 132 2
125 116 2
174 261 2
275 129 2
192 82 2
210 167 2
87 224 2
160 298 2
218 280 2
135 210 2
116 163 2
107 158 2
275 34 2
184 294 2
197 244 2
291 16 2
37 292 2
24 87 2
124 46 2
242 148 2
151 110 2
222 213 2
136 98 2
7 150 2
151 107 2
231 221 2
280 235 2
144 237 2
114 150 2
76 112 2
181 226 2
265 95 2
3 22 2
50 229 2
228 242 2
93 239 2
47 296 2
187 237 2
231 69 2
240 244 2
173 86 2
194 56 2
32 214 2
37 274 2
38 201 2
9 210 2
106 10 2
66 233 2
208 204 2
161 279 2
133 104 2
300 62 2
53 207 2
61 274 2
117 43 2
257 73 2
13 259 2
70 273 2
211 276 2
106 272 2
265 137 2
141 224 2
177 237 2
97 245 2
299 8 2
53 122 2
193 29 2
13 145 2
2 41 2
229 99 2
211 167 2
191 223 2
276 266 2
178 183 2
10 244 2
166 103 2
130 13 2
124 23 2
261 228 2
125 119 2
191 111 2
231 158 2
252 131 2
57 29 2
15 205 2
126 165 2
46 84 2
80 212 2
203 98 2
69 41 2
293 59 2
33 258 2
216 289 2
220 113 2
199 274 2
262 200 2
231 267 2
161 194 2
185 189 2
2 288 2
263 5 2
8 244 2
7 268 2
231 295 2
223 57 2
107 87 2
261 168 2
283 166 2
159 246 2
75 235 2
72 181 2
287 42 2
231 118 2
195 10 2
106 3 2
141 130 2
229 299 2
263 278 2
66 175 2
64 137 2
115 26 2
237 7 2
167 246 2
260 282 2
199 255 2
253 26 2
182 148 2
58 230 2
106 249 2
10 42 2
151 215 2
64 201 2
42 196 2
112 276 2
157 105 2
105 189 2
124 289 2
50 8 2
117 162 2
48 282 2
262 289 2
55 136 2
41 226 2
23 225 2
138 206 2
162 59 2
67 103 2
51 255 2
171 146 2
115 282 2
252 95 2
53 27 2
70 280 2
162 224 2
44 146 2
104 279 2
14 178 2
96 169 2
275 292 2
69 81 2
249 150 2
110 272 2
287 23 2
109 49 2
154 116 2
279 56 2
275 128 2
108 198 2
300 154 2
182 210 2
281 86 2
63 167 2
106 214 2
229 131 2
260 248 2
90 254 2
135 254 2
7 5 2
136 4 2
76 6 2
125 78 2
139 204 2
177 195 2
100 279 2
218 110 2
112 144 2
210 254 2
132 205 2
9 205 2
156 273 2
172 217 2
216 231 2
187 163 2
126 100 2
109 94 2
177 134 2
92 37 2
216 16 2
277 60 2
172 215 2
273 98 2
27 250 2
283 259 2
295 62 2
199 44 2
75 292 2
62 245 2
251 22 2
90 113 2
32 153 2
3 93 2
123 25 2
261 118 2
74 22 2
156 41 2
21 60 2
190 277 2
241 215 2
251 194 2
295 5 2
155 81 2
63 148 2
117 274 2
118 246 2
171 6 2
13 101 2
214 82 2
289 18 2
222 250 2
253 94 2
17 112 2
197 51 2
195 300 2
179 154 2
11 144 2
177 183 2
136 213 2
174 128 2
249 78 2
110 204 2
100 77 2
187 258 2
260 155 2
298 122 2
3 219 2
103 186 2
76 122 2
105 256 2
175 272 2
117 137 2
134 121 2
17 299 2
55 236 2
65 139 2
155 162 2
11 295 2
16 210 2
177 188 2
87 146 2
37 183 2
214 68 2
33 169 2
69 246 2
140 165 2
99 150 2
173 172 2
253 14 2
126 77 2
32 62 2
279 91 2
53 186 2
144 295 2
194 159 2
195 114 2
190 278 2
15 122 2
162 186 2
80 243 2
237 70 2
176 150 2
53 70 2
161 169 2
238 56 2
111 295 2
171 51 2
197 31 2
62 189 2
135 292 2
60 230 2
271 212 2
179 221 2
203 236 2
44 221 2
83 42 2
173 295 2
299 119 2
191 34 2
286 79 2
84 274 2
264 118 2
71 116 2
44 214 2
218 138 2
261 194 2
57 116 2
96 167 2
106 299 2
222 18 2
116 8 2
206 259 2
156 295 2
140 107 2
27 184 2
78 122 2
208 232 2
162 255 2
80 195 2
61 6 2
12 113 2
240 95 2
300 226 2
74 79 2
107 21 2
135 139 2
50 169 2
137 35 2
13 37 2
127 71 2
191 242 2
72 26 2
290 206 2
139 184 2
77 272 2
147 280 2
158 86 2
40 89 2
275 106 2
281 63 2
22 62 2
270 7 2
73 225 2
67 68 2
52 224 2
28 103 2
136 125 2
239 60 2
48 233 2
65 94 2
286 246 2
192 18 2
223 113 2
37 185 2
228 102 2
175 176 2
68 85 2
96 208 2
139 298 2
162 250 2
152 298 2
145 154 2
149 73 2
171 13 2
14 181 2
297 272 2
115 149 2
128 134 2
251 205 2
123 295 2
291 44 2
129 36 2
124 169 2
54 226 2
71 236 2
151 280 2
76 12 2
80 274 2
136 118 2
6 142 2
223 172 2
239 242 2
260 285 2
139 121 2
110 91 2
251 99 2
270 110 2
54 71 2
198 34 2
143 148 2
76 144 2
155 148 2
141 33 2
240 173 2
2 63 2
162 137 2
77 79 2
126 29 2
63 264 2
61 298 2
23 145 2
51 178 2
172 224 2
192 104 2
28 146 2
228 300 2
90 174 2
187 19 2
61 42 2
258 224 2
251 297 2
55 35 2
219 221 2
41 98 2
109 38 2
76 32 2
277 266 2
74 210 2
267 4 2
107 22 2
222 87 2
165 103 2
153 56 2
40 293 2
269 74 2
22 163 2
95 34 2
177 289 2
91 282 2
97 299 2
15 52 2
287 84 2
89 256 2
277 34 2
157 19 2
190 189 2
74 145 2
252 77 2
262 173 2
187 87 2
285 210 2
66 188 2
41 26 2
116 148 2
44 26 2
12 188 2
290 29 2
115 276 2
32 74 2
16 221 2
120 294 2
34 245 2
152 247 2
73 121 2
267 226 2
69 87 2
110 42 2
229 36 2
142 282 2
44 38 2
158 210 2
213 148 2
90 48 2
50 194 2
208 250 2
260 102 2
140 115 2
171 186 2
175 38 2
262 220 2
66 217 2
231 41 2
206 79 2
187 155 2
283 215 2
169 256 2
76 258 2
28 102 2
157 279 2
291 18 2
45 3 2
123 246 2
72 37 2
286 114 2
155 78 2
142 235 2
136 94 2
57 182 2
293 79 2
276 36 2
143 73 2
293 199 2
135 148 2
174 32 2
125 295 2
173 254 2
99 113 2
45 235 2
276 167 2
251 120 2
157 47 2
196 52 2
291 28 2
25 79 2
46 121 2
128 88 2
165 215 2
138 139 2
264 245 2
97 176 2
197 101 2
172 256 2
240 39 2
216 193 2
15 162 2
12 236 2
3 200 2
17 104 2
299 2 2
130 167 2
170 35 2
141 194 2
11 294 2
61 63 2
251 87 2
106 237 2
239 134 2
133 258 2
55 47 2
231 259 2
175 169 2
110 196 2
193 2 2
279 246 2
275 224 2
16 230 2
257 215 2
84 58 2
117 36 2
228 113 2
83 121 2
218 112 2
56 58 2
125 108 2
216 195 2
111 183 2
59 79 2
14 123 2
228 134 2
130 181 2
261 39 2
135 166 2
151 52 2
4 47 2
105 99 2
140 281 2
189 292 2
83 288 2
156 2 2
64 279 2
133 177 2
92 274 2
175 155 2
145 47 2
172 22 2
21 217 2
194 173 2
78 188 2
140 274 2
57 230 2
76 70 2
178 230 2
189 204 2
25 188 2
75 188 2
252 184 2
80 289 2
221 73 2
165 159 2
223 159 2
135 182 2
159 235 2
218 249 2
97 226 2
140 295 2
74 159 2
191 22 2
13 82 2
51 78 2
202 24 2
93 145 2
240 23 2
140 242 2
80 41 2
20 268 2
151 60 2
11 251 2
14 22 2
285 30 2
157 154 2
125 226 2
157 229 2
160 186 2
40 7 2
102 25 2
108 264 2
271 228 2
138 31 2
206 172 2
106 149 2
5 47 2
220 258 2
298 88 2
170 145 2
40 186 2
216 43 2
102 236 2
126 200 2
64 146 2
207 20 2
220 263 2
153 121 2
294 226 2
238 248 2
260 234 2
229 128 2
229 199 2
128 159 2
141 193 2
62 18 2
6 195 2
165 163 2
197 47 2
106 167 2
171 40 2
48 266 2
128 41 2
57 189 2
157 73 2
17 263 2
152 208 2
11 223 2
15 7 2
228 234 2
112 251 2
49 184 2
175 120 2
199 87 2
68 209 2
11 51 2
194 35 2
143 210 2
182 36 2
149 266 2
129 58 2
6 200 2
212 163 2
71 189 2
31 73 2
117 100 2
234 22 2
106 251 2
197 52 2
243 173 2
45 288 2
103 52 2
265 88 2
269 268 2
228 245 2
10 24 2
179 108 2
261 173 2
51 184 2
156 256 2
141 74 2
147 70 2
222 56 2
192 87 2
135 70 2
275 108 2
78 258 2
50 288 2
124 69 2
47 246 2
259 276 2
96 3 2
89 264 2
175 200 2
288 60 2
234 255 2
155 206 2
37 85 2
171 113 2
181 235 2
248 289 2
43 289 2
298 189 2
160 93 2
83 75 2
219 276 2
292 36 2
112 18 2
13 185 2
102 214 2
235 183 2
31 154 2
27 30 2
153 146 2
260 197 2
101 207 2
88 206 2
96 87 2
140 118 2
280 185 2
12 38 2
263 48 2
19 207 2
108 169 2
201 292 2
27 279 2
36 58 2
93 21 2
252 214 2
23 71 2
253 268 2
223 165 2
86 245 2
11 97 2
271 100 2
111 98 2
105 154 2
123 113 2
11 103 2
260 11 2
241 203 2
117 170 2
246 29 2
147 221 2
55 125 2
203 165 2
211 258 2
64 120 2
160 233 2
105 182 2
137 149 2
271 86 2
286 20 2
214 159 2
297 147 2
187 147 2
284 274 2
133 286 2
259 172 2
278 272 2
177 168 2
77 264 2
139 165 2
153 118 2
109 69 2
135 123 2
102 58 2
61 241 2
138 82 2
299 203 2
199 172 2
249 188 2
61 238 2
90 18 2
71 69 2
160 87 2
124 114 2
139 99 2
270 44 2
239 169 2
151 56 2
40 208 2
126 158 2
211 78 2
251 264 2
115 98 2
167 122 2
223 238 2
36 226 2
290 246 2
271 172 2
5 82 2
192 58 2
291 189 2
72 144 2
88 78 2
164 87 2
201 215 2
54 167 2
111 82 2
17 204 2
174 226 2
134 295 2
137 299 2
47 224 2
145 212 2
80 52 2
21 214 2
291 59 2
223 274 2
170 163 2
253 210 2
90 191 2
284 120 2
88 122 2
96 184 2
190 123 2
75 20 2
279 20 2
193 25 2
54 148 2
92 97 2
153 87 2
147 219 2
43 143 2
162 292 2
249 222 2
144 209 2
192 142 2
161 293 2
247 245 2
286 183 2
211 23 2
260 184 2
133 13 2
222 35 2
249 18 2
161 277 2
297 35 2
257 54 2
84 88 2
28 38 2
276 282 2
146 36 2
142 143 2
200 181 2
247 264 2
240 102 2
75 47 2
194 233 2
133 73 2
220 125 2
191 221 2
124 32 2
101 63 2
10 172 2
128 206 2
6 34 2
54 243 2
74 184 2
237 244 2
260 95 2
197 40 2
93 52 2
261 70 2
227 105 2
174 96 2
253 187 2
173 225 2
295 82 2
140 195 2
297 268 2
221 98 2
171 250 2
48 21 2
291 198 2
155 209 2
223 3 2
57 234 2
283 129 2
263 30 2
227 246 2
127 233 2
38 143 2
265 245 2
223 58 2
157 271 2
289 235 2
202 143 2
218 274 2
192 288 2
232 81 2
277 5 2
43 145 2
219 250 2
21 300 2
87 18 2
299 300 2
86 103 2
46 212 2
287 208 2
171 19 2
145 230 2
9 227 2
37 44 2
38 5 2
61 231 2
50 12 2
218 68 2
3 276 2
133 10 2
164 177 2
227 178 2
67 202 2
212 183 2
277 224 2
228 38 2
220 173 2
283 195 2
109 39 2
81 188 2
111 146 2
174 235 2
131 163 2
134 99 2
268 122 2
203 111 2
6 113 2
38 225 2
298 63 2
171 111 2
298 215 2
13 104 2
46 163 2
174 68 2
260 165 2
114 266 2
83 210 2
231 6 2
203 225 2
53 266 2
127 276 2
298 31 2
272 8 2
201 73 2
132 96 2
135 100 2
177 224 2
239 69 2
191 282 2
152 56 2
48 243 2
124 157 2
9 167 2
83 27 2
50 185 2
199 258 2
64 167 2
3 272 2
156 194 2
14 241 2
77 21 2
269 247 2
179 47 2
197 169 2
197 151 2
262 196 2
89 10 2
200 63 2
152 257 2
161 108 2
92 282 2
193 111 2
187 191 2
52 254 2
291 57 2
124 274 2
262 132 2
125 163 2
125 47 2
75 60 2
197 23 2
142 225 2
65 60 2
270 38 2
238 188 2
112 102 2
300 121 2
197 155 2
291 178 2
40 95 2
40 277 2
282 116 2
187 196 2
228 146 2
176 145 2
262 102 2
47 52 2
131 236 2
17 122 2
257 31 2
136 199 2
9 15 2
206 148 2
246 230 2
88 99 2
216 239 2
130 81 2
284 52 2
65 198 2
204 210 2
32 294 2
179 20 2
145 62 2
140 162 2
15 103 2
84 77 2
55 39 2
15 50 2
274 36 2
102 239 2
288 73 2
132 165 2
220 39 2
65 205 2
202 254 2
25 51 2
35 203 2
106 229 2
258 150 2
242 91 2
11 194 2
287 101 2
228 212 2
80 175 2
202 255 2
13 156 2
271 116 2
89 277 2
23 292 2
65 21 2
83 291 2
115 200 2
166 290 2
179 259 2
269 66 2
103 8 2
263 205 2
85 226 2
253 148 2
46 53 2
217 255 2
216 72 2
257 88 2
278 224 2
25 69 2
232 246 2
140 66 2
124 198 2
300 255 2
281 181 2
70 59 2
267 8 2
175 235 2
110 86 2
291 252 2
276 254 2
161 20 2
187 36 2
118 235 2
158 294 2
193 95 2
141 166 2
283 66 2
269 16 2
97 188 2
252 292 2
138 110 2
168 118 2
152 228 2
187 131 2
74 256 2
249 268 2
299 281 2
21 230 2
156 81 2
211 128 2
64 60 2
279 300 2
280 113 2
110 226 2
171 152 2
112 93 2
298 120 2
157 63 2
73 58 2
141 292 2
53 118 2
218 156 2
140 298 2
81 184 2
240 227 2
19 176 2
80 238 2
288 201 2
161 204 2
173 176 2
75 51 2
218 212 2
264 59 2
133 189 2
21 143 2
157 100 2
208 196 2
195 224 2
283 136 2
136 87 2
228 156 2
164 187 2
160 209 2
109 34 2
70 118 2
109 207 2
16 52 2
54 66 2
201 258 2
151 192 2
80 107 2
216 68 2
127 186 2
46 279 2
28 69 2
161 158 2
33 175 2
65 150 2
34 113 2
291 234 2
262 139 2
293 41 2
115 58 2
133 289 2
197 299 2
87 59 2
40 289 2
260 128 2
248 122 2
263 59 2
187 96 2
68 4 2
205 16 2
141 296 2
136 110 2
213 142 2
160 24 2
133 235 2
285 233 2
120 98 2
14 110 2
57 172 2
171 278 2
172 154 2
28 56 2
158 58 2
174 292 2
140 18 2
90 142 2
287 210 2
63 114 2
154 255 2
49 235 2
32 21 2
21 276 2
257 165 2
190 162 2
197 129 2
51 60 2
64 154 2
289 56 2
250 29 2
93 91 2
145 244 2
259 300 2
81 176 2
157 82 2
219 245 2
138 3 2
265 206 2
265 105 2
279 274 2
70 47 2
291 147 2
23 42 2
279 215 2
28 60 2
174 134 2
68 120 2
248 204 2
48 169 2
51 59 2
22 209 2
223 91 2
88 110 2
287 248 2
297 120 2
55 74 2
162 98 2
97 209 2
171 142 2
27 89 2
117 282 2
112 89 2
77 227 2
90 293 2
211 191 2
268 215 2
192 110 2
74 100 2
11 96 2
106 137 2
270 2 2
291 172 2
237 194 2
144 198 2
288 207 2
2 294 2
7 272 2
9 195 2
23 203 2
13 227 2
198 266 2
114 245 2
257 173 2
222 206 2
262 159 2
229 68 2
145 234 2
138 195 2
43 221 2
280 186 2
262 65 2
126 95 2
160 96 2
221 224 2
17 199 2
259 87 2
15 297 2
131 58 2
192 173 2
37 82 2
184 256 2
134 154 2
127 215 2
243 63 2
107 294 2
136 14 2
112 243 2
76 116 2
109 104 2
194 121 2
275 204 2
115 7 2
62 41 2
273 145 2
10 224 2
152 222 2
147 235 2
152 61 2
184 233 2
21 286 2
55 250 2
101 156 2
13 47 2
196 122 2
125 60 2
76 69 2
129 296 2
132 278 2
197 170 2
142 167 2
45 176 2
126 85 2
161 166 2
273 209 2
51 20 2
262 282 2
221 230 2
39 163 2
136 206 2
238 42 2
138 149 2
45 93 2
195 142 2
15 51 2
209 246 2
265 296 2
105 277 2
77 194 2
32 215 2
61 295 2
190 51 2
174 12 2
39 292 2
75 163 2
187 199 2
284 10 2
117 238 2
41 289 2
175 266 2
92 116 2
189 122 2
15 42 2
270 145 2
144 182 2
85 122 2
299 173 2
234 24 2
180 246 2
84 25 2
110 58 2
66 258 2
123 52 2
174 276 2
45 68 2
207 245 2
168 279 2
72 86 2
90 183 2
200 95 2
102 78 2
227 16 2
187 217 2
287 278 2
108 178 2
112 40 2
132 26 2
14 146 2
135 239 2
147 42 2
138 248 2
105 87 2
155 145 2
207 201 2
291 26 2
53 200 2
265 89 2
235 131 2
80 68 2
94 246 2
76 20 2
117 3 2
6 44 2
40 41 2
182 163 2
187 4 2
191 173 2
177 121 2
290 268 2
166 165 2
110 276 2
238 75 2
193 85 2
287 202 2
284 290 2
259 118 2
198 189 2
232 36 2
288 295 2
190 212 2
125 181 2
280 266 2
30 70 2
160 8 2
287 151 2
162 121 2
298 236 2
68 296 2
93 69 2
7 119 2
297 286 2
265 31 2
28 209 2
253 27 2
243 230 2
190 208 2
96 225 2
143 201 2
283 121 2
259 209 2
92 179 2
75 184 2
260 294 2
220 226 2
291 33 2
185 8 2
115 68 2
207 113 2
95 153 2
171 296 2
139 183 2
175 88 2
152 40 2
211 207 2
192 22 2
128 255 2
156 232 2
88 299 2
284 234 2
130 220 2
83 285 2
76 126 2
295 224 2
262 54 2
93 204 2
199 246 2
132 169 2
140 99 2
168 163 2
228 186 2
264 267 2
213 156 2
2 274 2
136 67 2
208 273 2
97 103 2
290 59 2
190 56 2
139 150 2
132 194 2
193 298 2
116 226 2
32 2 2
17 246 2
46 103 2
115 288 2
101 118 2
253 36 2
141 163 2
261 192 2
76 67 2
222 79 2
275 88 2
60 209 2
151 91 2
161 98 2
100 89 2
43 210 2
112 97 2
127 297 2
252 70 2
271 69 2
135 228 2
193 8 2
64 244 2
138 88 2
172 209 2
211 93 2
164 103 2
228 233 2
228 227 2
127 103 2
216 221 2
127 74 2
66 67 2
59 5 2
34 279 2
50 18 2
281 207 2
253 215 2
265 250 2
174 79 2
64 40 2
39 241 2
172 226 2
78 73 2
88 68 2
190 300 2
241 105 2
135 42 2
244 230 2
92 285 2
141 256 2
6 156 2
247 5 2
37 60 2
70 57 2
92 43 2
106 57 2
46 20 2
7 226 2
33 143 2
152 11 2
95 24 2
256 296 2
123 255 2
106 203 2
283 93 2
12 169 2
213 2 2
35 202 2
217 41 2
162 58 2
220 273 2
132 277 2
6 36 2
100 281 2
101 10 2
156 18 2
293 2 2
67 238 2
248 277 2
107 7 2
152 209 2
116 18 2
297 181 2
16 165 2
208 122 2
17 265 2
162 41 2
261 267 2
211 245 2
57 207 2
166 41 2
110 113 2
238 200 2
37 58 2
194 250 2
144 88 2
164 245 2
75 244 2
251 221 2
265 259 2
175 181 2
109 148 2
243 299 2
141 250 2
161 261 2
71 103 2
178 4 2
102 168 2
214 98 2
140 290 2
40 203 2
48 123 2
133 67 2
92 70 2
180 144 2
49 297 2
166 146 2
135 198 2
237 288 2
291 137 2
71 207 2
263 290 2
144 73 2
118 145 2
55 105 2
21 176 2
110 209 2
260 96 2
50 80 2
227 214 2
203 85 2
76 226 2
13 173 2
300 98 2
144 247 2
159 82 2
24 225 2
253 165 2
202 258 2
134 225 2
217 114 2
169 163 2
70 78 2
11 248 2
185 68 2
111 186 2
200 245 2
203 22 2
182 173 2
108 57 2
135 69 2
109 4 2
164 134 2
159 122 2
199 70 2
86 18 2
294 245 2
239 24 2
61 286 2
223 36 2
190 297 2
206 282 2
179 198 2
141 89 2
179 145 2
215 29 2
177 5 2
120 225 2
115 6 2
257 147 2
249 168 2
210 98 2
181 79 2
133 89 2
136 169 2
53 167 2
9 267 2
216 209 2
54 289 2
72 58 2
211 268 2
187 239 2
226 254 2
237 277 2
152 121 2
288 255 2
30 91 2
139 283 2
66 26 2
239 16 2
299 289 2
6 170 2
55 184 2
67 42 2
296 196 2
253 279 2
46 105 2
168 57 2
275 196 2
162 18 2
271 143 2
11 297 2
55 48 2
97 246 2
10 99 2
126 78 2
74 254 2
114 120 2
211 21 2
125 167 2
12 60 2
231 294 2
157 156 2
139 4 2
15 265 2
74 281 2
291 89 2
36 79 2
191 39 2
13 36 2
45 111 2
139 177 2
76 177 2
190 263 2
203 153 2
275 206 2
140 23 2
83 169 2
109 71 2
84 94 2
102 34 2
297 87 2
119 221 2
293 27 2
223 119 2
102 221 2
12 101 2
64 2 2
108 95 2
195 248 2
97 198 2
30 148 2
50 58 2
27 167 2
123 42 2
19 129 2
192 10 2
14 233 2
271 270 2
176 296 2
240 43 2
46 181 2
157 8 2
285 168 2
78 52 2
115 5 2
135 268 2
205 78 2
66 231 2
152 74 2
49 137 2
3 224 2
252 206 2
144 26 2
88 288 2
169 244 2
252 71 2
123 276 2
280 183 2
124 18 2
117 200 2
25 172 2
173 296 2
83 195 2
276 300 2
89 4 2
174 5 2
48 208 2
197 62 2
220 266 2
164 273 2
151 175 2
130 104 2
83 84 2
76 152 2
177 208 2
90 3 2
57 286 2
10 169 2
191 150 2
205 195 2
253 267 2
269 160 2
146 58 2
297 51 2
59 224 2
176 221 2
69 104 2
200 207 2
23 195 2
54 228 2
59 236 2
67 179 2
15 147 2
9 214 2
90 28 2
12 22 2
223 206 2
243 10 2
135 115 2
13 26 2
51 4 2
286 212 2
198 56 2
298 198 2
260 137 2
293 288 2
46 145 2
51 5 2
83 242 2
140 71 2
65 252 2
53 172 2
263 85 2
14 213 2
76 269 2
6 201 2
152 288 2
277 114 2
197 128 2
213 254 2
84 16 2
64 51 2
211 44 2
206 114 2
109 108 2
127 100 2
96 210 2
160 279 2
48 44 2
216 102 2
78 255 2
271 43 2
174 52 2
35 279 2
220 147 2
66 247 2
142 16 2
80 230 2
160 166 2
108 87 2
122 121 2
179 184 2
278 18 2
275 190 2
218 197 2
66 296 2
3 118 2
132 263 2
77 35 2
87 167 2
154 150 2
141 139 2
240 96 2
55 279 2
11 229 2
222 274 2
157 41 2
286 167 2
223 150 2
133 84 2
161 181 2
270 4 2
13 203 2
32 222 2
138 4 2
285 25 2
290 99 2
217 169 2
70 210 2
95 35 2
126 61 2
10 158 2
253 299 2
77 36 2
170 217 2
65 261 2
109 209 2
227 219 2
239 244 2
106 40 2
165 254 2
138 212 2
25 57 2
32 84 2
217 235 2
137 215 2
240 158 2
221 289 2
25 255 2
67 295 2
107 295 2
55 278 2
284 178 2
128 73 2
219 182 2
206 202 2
69 103 2
191 121 2
54 294 2
265 249 2
152 43 2
265 118 2
260 220 2
276 295 2
68 163 2
12 37 2
262 69 2
223 279 2
275 267 2
46 6 2
32 229 2
85 87 2
109 158 2
31 26 2
232 52 2
269 187 2
199 289 2
141 157 2
15 102 2
179 2 2
25 258 2
218 290 2
162 300 2
190 258 2
157 212 2
177 22 2
33 147 2
46 71 2
212 244 2
151 268 2
64 68 2
115 219 2
251 242 2
220 56 2
71 212 2
249 235 2
264 78 2
257 247 2
102 27 2
94 244 2
91 86 2
81 277 2
243 205 2
90 235 2
155 280 2
164 70 2
174 44 2
46 290 2
96 254 2
141 17 2
138 210 2
129 153 2
90 37 2
202 246 2
3 143 2
278 167 2
277 267 2
79 254 2
133 173 2
267 210 2
195 279 2
38 233 2
265 299 2
155 183 2
104 172 2
151 74 2
171 148 2
249 294 2
51 295 2
39 279 2
205 121 2
251 237 2
158 98 2
136 246 2
216 184 2
156 237 2
271 54 2
234 292 2
127 102 2
161 102 2
33 243 2
44 209 2
112 122 2
223 123 2
133 146 2
204 226 2
137 111 2
168 288 2
173 255 2
92 194 2
127 123 2
100 73 2
211 271 2
53 233 2
48 148 2
288 163 2
65 215 2
170 51 2
298 123 2
174 4 2
157 202 2
211 174 2
211 72 2
32 232 2
269 258 2
141 111 2
190 157 2
258 131 2
192 212 2
148 79 2
133 219 2
272 221 2
160 86 2
48 36 2
186 226 2
69 186 2
129 110 2
109 97 2
211 34 2
275 195 2
142 245 2
160 41 2
107 2 2
46 233 2
269 204 2
174 281 2
80 123 2
135 244 2
25 116 2
284 258 2
44 52 2
155 24 2
203 264 2
263 43 2
95 47 2
206 244 2
81 230 2
260 107 2
130 159 2
134 176 2
108 34 2
76 53 2
115 214 2
133 270 2
61 273 2
80 35 2
232 230 2
288 47 2
30 230 2
263 118 2
227 189 2
176 167 2
126 72 2
136 192 2
78 58 2
291 154 2
149 104 2
61 188 2
208 233 2
129 62 2
284 162 2
24 73 2
278 10 2
129 165 2
128 185 2
180 227 2
279 5 2
77 149 2
105 121 2
101 147 2
172 245 2
139 88 2
130 65 2
228 188 2
297 131 2
48 81 2
203 201 2
252 268 2
152 280 2
28 149 2
115 270 2
120 167 2
64 62 2
192 234 2
278 196 2
287 204 2
72 207 2
83 49 2
161 52 2
283 206 2
187 295 2
87 163 2
117 132 2
106 274 2
67 51 2
83 95 2
274 246 2
206 246 2
231 153 2
92 134 2
53 69 2
249 25 2
193 4 2
166 221 2
139 203 2
57 24 2
37 121 2
101 182 2
108 16 2
9 269 2
60 146 2
281 203 2
181 184 2
67 59 2
265 185 2
130 240 2
153 204 2
74 186 2
231 88 2
240 221 2
52 29 2
164 41 2
57 31 2
275 187 2
195 212 2
166 71 2
298 277 2
275 200 2
262 40 2
216 291 2
178 236 2
277 207 2
64 243 2
259 29 2
293 245 2
218 231 2
55 246 2
132 157 2
300 116 2
160 148 2
83 290 2
231 62 2
31 188 2
249 200 2
87 183 2
164 233 2
81 236 2
134 29 2
12 198 2
229 150 2
92 283 2
141 107 2
103 183 2
130 231 2
132 91 2
200 204 2
127 89 2
237 188 2
68 235 2
80 222 2
206 250 2
278 60 2
33 188 2
216 31 2
125 232 2
123 238 2
264 236 2
199 158 2
288 188 2
264 255 2
54 23 2
210 56 2
55 111 2
55 79 2
269 281 2
77 58 2
90 21 2
199 41 2
127 111 2
90 93 2
61 5 2
63 5 2
283 234 2
271 192 2
181 217 2
128 123 2
55 107 2
144 99 2
141 168 2
46 263 2
